서울특별시 영등포구 대림동,118,서울특별시 중구 소공동,8,,,서울특별시 송파구 문정동,11
서울특별시 영등포구 문래동1가,4,서울특별시 중구 신당동,38,,,서울특별시 송파구 방이동,3
서울특별시 영등포구 문래동3가,14,서울특별시 중구 쌍림동,5,,,서울특별시 송파구 삼전동,10
서울특별시 영등포구 문래동5가,26,서울특별시 중구 오장동,4,,,서울특별시 송파구 석촌동,9
서울특별시 영등포구 문래동6가,7,서울특별시 중구 중림동,7,,,서울특별시 송파구 송파동,6
서울특별시 영등포구 신길동,69,서울특별시 중구 충무로1가,5,,,서울특별시 송파구 신천,3
서울특별시 영등포구 양평동,4,서울특별시 중구 황학동,12,,,서울특별시 송파구 오금동,8
서울특별시 영등포구 양평동1가,13,서울특별시 중구 흥인동,14,,,서울특별시 송파구 잠실동,13
서울특별시 영등포구 양평동2가,11,서울특별시 중랑구 망우동,10,,,서울특별시 송파구 풍납동,3
서울특별시 영등포구 양평동3가,11,서울특별시 중랑구 면목동,12,,,서울특별시 양천구 목동,32
서울특별시 영등포구 양평동4가,6,서울특별시 중랑구 상봉동,8,,,서울특별시 양천구 신월동,58
서울특별시 영등포구 양평동5가,12,서울특별시 중랑구 신내동,13,,,서울특별시 양천구 신정동,33
서울특별시 영등포구 양평동6가,5,서울특별시 중랑구 중화동,9,,,서울특별시 영등포구 당산동1가,11
서울특별시 영등포구 양화동,15,,,,,서울특별시 영등포구 당산동2가,5
서울특별시 영등포구 여의도동,134,,,,,서울특별시 영등포구 당산동3가,7
서울특별시 영등포구 영등포동,13,,,,,서울특별시 영등포구 당산동5가,4
서울특별시 영등포구 영등포동2가,5,,,,,서울특별시 영등포구 당산동6가,4
서울특별시 영등포구 영등포동3가,16,,,,,서울특별시 영등포구 대림동,27
서울특별시 용산구 갈월동,4,,,,,서울특별시 영등포구 도림동,4
서울특별시 용산구 서빙고동,14,,,,,서울특별시 영등포구 문래동3가,5
서울특별시 용산구 이촌동,17,,,,,서울특별시 영등포구 문래동5가,3
서울특별시 용산구 한강로1가,6,,,,,서울특별시 영등포구 문래동6가,5
서울특별시 용산구 한강로3가,12,,,,,서울특별시 영등포구 신길동,57
서울특별시 은평구 갈현동,49,,,,,서울특별시 영등포구 양평동1가,3
서울특별시 은평구 구산동,8,,,,,서울특별시 영등포구 양평동2가,3
서울특별시 은평구 녹번동,4,,,,,서울특별시 영등포구 여의도동,8
서울특별시 은평구 대조동,15,,,,,서울특별시 영등포구 영등포동,19
서울특별시 은평구 불광동,19,,,,,서울특별시 영등포구 영등포동1가,3
서울특별시 은평구 신사동,24,,,,,서울특별시 영등포구 영등포동3가,12
서울특별시 은평구 역촌동,71,,,,,서울특별시 영등포구 영등포동4가,11
서울특별시 은평구 응암동,22,,,,,서울특별시 영등포구 영등포동6가,11
서울특별시 은평구 증산동,11,,,,,서울특별시 영등포구 영등포동7가,14
서울특별시 종로구 경운동,4,,,,,서울특별시 영등포구 영등포동8가,3
서울특별시 종로구 서린동,4,,,,,서울특별시 용산구 갈월동,3
서울특별시 종로구 숭인동,10,,,,,서울특별시 용산구 남영동,6
서울특별시 종로구 종로3가,4,,,,,서울특별시 용산구 보광동,7
서울특별시 종로구 종로5가,4,,,,,서울특별시 용산구 서계동,4
서울특별시 종로구 청운동,5,,,,,서울특별시 용산구 용문동,3
서울특별시 중구 무학동,4,,,,,서울특별시 용산구 용산동3가,5
서울특별시 중구 신당동,4,,,,,서울특별시 용산구 원효로2가,5
서울특별시 중구 을지로6가,8,,,,,서울특별시 용산구 이촌동,3
서울특별시 중구 흥인동,4,,,,,서울특별시 용산구 이태원동,7
서울특별시 중랑구 망우동,28,,,,,서울특별시 용산구 한강로2가,3
서울특별시 중랑구 면목동,130,,,,,서울특별시 용산구 한남동,12
서울특별시 중랑구 묵동,4,,,,,서울특별시 용산구 효창동,4
서울특별시 중랑구 상봉동,97,,,,,서울특별시 용산구 후암동,5
서울특별시 중랑구 신내동,17,,,,,서울특별시 은평구 갈현동,24
서울특별시 중랑구 중화동,85,,,,,서울특별시 은평구 갈현동 갈현초등학교 부근,8
,,,,,,서울특별시 은평구 구산동,3
,,,,,,서울특별시 은평구 녹번동,10
,,,,,,서울특별시 은평구 대조동,49
,,,,,,서울특별시 은평구 불광동,62
,,,,,,서울특별시 은평구 수색동,2
,,,,,,서울특별시 은평구 신사동,25
,,,,,,서울특별시 은평구 역촌동,15
,,,,,,서울특별시 은평구 응암동,40
,,,,,,서울특별시 은평구 증산동,16
,,,,,,서울특별시 종로구 견지동,3
,,,,,,서울특별시 종로구 경운동,3
,,,,,,서울특별시 종로구 관수동,10
,,,,,,서울특별시 종로구 관훈동,3
,,,,,,서울특별시 종로구 교북동,3
,,,,,,서울특별시 종로구 낙원동,12
,,,,,,서울특별시 종로구 내자동,3
,,,,,,서울특별시 종로구 묘동,4
,,,,,,서울특별시 종로구 사직동,3
,,,,,,서울특별시 종로구 세종로,3
,,,,,,서울특별시 종로구 숭인동,30
,,,,,,서울특별시 종로구 장사동,6
,,,,,,서울특별시 종로구 종로2가,19
,,,,,,서울특별시 종로구 종로3가,4
,,,,,,서울특별시 종로구 종로4가,3
,,,,,,서울특별시 종로구 종로5가,5
,,,,,,서울특별시 종로구 종로6가,3
,,,,,,서울특별시 종로구 창신동,22
,,,,,,서울특별시 종로구 충신동,5
